USER;TIPO;CODE;ORIGINAL;SPAIN;LATAM
115;movie;1723121;We're the Millers;Somos los Miller (Spain);¿Quién *&$%! son los Miller? (Chile)
115;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
115;show;8005374;Explained;En pocas palabras (Spain);En pocas palabras (Argentina)
115;show;11170862;Cosmos: Possible Worlds;Cosmos: otros mundos (Spain);ND
116;movie;1375666;Inception;Origen (Spain);El origen (Chile)
116;movie;0167260;The Lord of the Rings: The Return of the King;El señor de los anillos: El retorno del rey (Spain);El señor de los anillos: El retorno del rey (Argentina)
116;movie;0480249;I Am Legend;Soy leyenda (Spain);Soy leyenda (Argentina)
116;show;2375692;Black Sails;Black Sails (Spain);Black Sails (Argentina)
116;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
116;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
119;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
119;movie;0477348;No Country for Old Men;No es país para viejos (Spain);Sin lugar para los débiles (Argentina)
119;movie;2562232;Birdman or (The Unexpected Virtue of Ignorance);Birdman o (La inesperada virtud de la ignorancia) (Spain);Birdman o (La Inesperada Virtud de la Ignorancia) (Chile)
119;show;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
119;show;3032476;Better Call Saul;Better Call Saul (Spain);Better Call Saul (Argentina)
119;show;0386676;The Office;The Office (Spain);The Office (Argentina)
120;movie;10431500;7 Kogustaki Mucize;Milagro en la celda 7 (Spain);ND
120;movie;4857264;The Invisible Guest;El invitado invisible (Spain) (working title);Contratiempo (Argentina)
120;movie;1277737;The Stoning of Soraya M.;La verdad de Soraya M. (Spain);La verdad de Soraya M. (Argentina)
120;show;6470478;The Good Doctor;The Good Doctor (Spain);ND
120;show;4524056;Vis a vis;Vis a vis (Spain);ND
120;show;5420376;Riverdale;Riverdale (Spain);Riverdale (Argentina)
121;movie;0299658;Chicago;Chicago (Spain);Chicago (Argentina)
121;movie;0120762;Mulan;Mulán (Spain);Mulan (Argentina)
121;movie;0993846;The Wolf of Wall Street;El lobo de Wall Street (Spain);El lobo de Wall Street (Chile)
121;show;0299658;Chicago;Chicago (Spain);Chicago (Argentina)
121;show;4786824;The Crown;The Crown (Spain);The Crown (Argentina)
121;show;0804503;Mad Men;Mad Men (Spain);Mad Men (Argentina)
122;movie;1596343;Fast Five;Fast & Furious 5 (Spain);ND
122;movie;1753383;A Dog's Purpose;Tu mejor amigo (Spain);La Razón de Estar Contigo (Chile)
122;movie;0426931;August Rush;El triunfo de un sueño (Spain) (alternative title);Mi nombre es August Rush (Argentina)
122;show;1567432;Teen Wolf;Teen Wolf (Spain);ND
122;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
122;show;7134908;Elite;Élite (Spain);ND
123;movie;0780504;Drive;Drive (Spain);Drive: Acción a máxima velocidad (Argentina)
123;movie;0075314;Taxi Driver;Taxi Driver (Spain);Taxi Driver (Chile)
123;movie;5084198;Kizumonogatari Part 3: Reiketsu;ND;ND
123;show;0380113;Haibane renmei;ND;La federación de las plumas de carbón (Argentina)
123;show;0090479;Maison Ikkoku;ND;ND
123;show;3592032;Ping Pong the Animation;ND;ND
124;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
124;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
124;movie;0117705;Space Jam;Space Jam (Spain);Space Jam - El Juego del Siglo (Argentina)
124;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
124;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
124;show;0904208;Californication;Californication (Spain);Californication (Argentina)
125;movie;0110912;Pulp Fiction;Pulp Fiction (Spain);Pulp Fiction: Tiempos violentos (Chile)
125;movie;0317248;City of God;Ciudad de Dios (Spain);Ciudad de Dios (Argentina)
125;movie;0102926;The Silence of the Lambs;El silenci dels anyells (Spain) (Catalan title);El silencio de los inocentes (Chile)
125;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
125;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
125;show;1353056;RuPaul's Drag Race;RuPaul: Reinas del drag (Spain);ND
126;movie;2119532;Hacksaw Ridge;Hasta el último hombre (Spain);Hasta el último hombre (Chile)
126;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
126;movie;2062661;Area 407;ND;ND
126;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
126;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
126;show;0364845;NCIS;Navy: Investigación criminal (Spain);ND
127;movie;0407887;The Departed;Infiltrados (Spain);Los infiltrados (Argentina)
127;movie;0208092;Snatch;Snatch: Cerdos y diamantes (Spain);Snatch: Cerdos y diamantes (Argentina)
127;movie;1392214;Prisoners;Prisioneros (Spain);La sospecha (Chile)
127;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
127;show;5290382;Mindhunter;Mindhunter (Spain);Mindhunter (Argentina)
127;show;9561862;Love, Death & Robots;Love, Death & Robots (Spain);Love, Death & Robots (Argentina)
128;movie;0249462;Billy Elliot;Billy Elliot (Spain);ND
128;movie;0157583;Enigma;Enigma (Spain);ND
128;movie;0126029;Shrek;Shrek (Spain);Shrek (Argentina)
128;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
128;show;5674718;Cable Girls;Las chicas del cable (Spain);ND
128;show;1788634;The Boat;El barco (Spain);El Barco (Chile)
129;movie;0795421;Mamma Mia!;Mamma Mia! La película (Spain);Mamma Mia! (Argentina)
129;movie;1564367;Just Go with It;Sígueme el rollo (Spain);Una esposa de mentira (Argentina)
129;movie;1261945;Sex and the City 2;Sexo en Nueva York 2 (Spain);Sex and the City 2 (Argentina)
129;show;4524056;Vis a vis;Vis a vis (Spain);ND
129;show;0386676;The Office;The Office (Spain);The Office (Argentina)
129;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
130;movie;0246578;Donnie Darko;Donnie Darko (Spain);Donnie Darko (Chile)
130;movie;0377092;Mean Girls;Chicas malas (Spain);Chicas pesadas (Chile)
130;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
130;show;0108778;Friends;Friends (Spain);Friends (Argentina)
130;show;0898266;The Big Bang Theory;Big Bang (Spain);La teoría del Big Bang (Argentina)
130;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
131;movie;0209144;Memento;Memento (Spain);Memento: Recuerdos de un crimen (Chile)
131;movie;4555426;Darkest Hour;El instante más oscuro (Spain);Las horas más oscuras (Chile)
131;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
131;show;5753856;Dark;Dark (Spain);Dark (Argentina)
131;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
131;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
132;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
132;movie;1211837;Doctor Strange;Doctor Extraño (Spain) (alternative title);Doctor Strange: Hechicero Supremo (Chile)
132;movie;0257568;Kangaroo Jack;Canguro Jack trinca y brinca (Spain);Canguro Jack (Argentina)
132;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
132;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
132;show;8005374;Explained;En pocas palabras (Spain);En pocas palabras (Argentina)
133;movie;0118715;The Big Lebowski;El gran Lebowski (Spain);El gran Lebowski (Argentina)
133;movie;0116282;Fargo;Fargo (Spain);Fargo (Argentina)
133;movie;1345836;The Dark Knight Rises;El caballero oscuro: La leyenda renace (Spain);Batman: El caballero de la noche asciende (Chile)
133;show;0386676;The Office;The Office (Spain);The Office (Argentina)
133;show;0409591;Naruto;Naruto (Spain);ND
133;show;0368667;Interstella 5555: The 5tory of the 5ecret 5tar 5ystem;ND;Interstella 5555 (Argentina)
134;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
134;movie;6806448;Fast & Furious Presents: Hobbs & Shaw;Fast & Furious: Hobbs & Shaw (Spain) (English title);Rápidos y furiosos, Hobbs & Shaw (Chile)
134;movie;1431045;Deadpool;Deadpool (Spain);Deadpool (Chile)
134;show;0108778;Friends;Friends (Spain);Friends (Argentina)
134;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
134;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
135;movie;0167261;The Lord of the Rings: The Two Towers;El señor de los anillos: Las dos torres (Spain);El señor de los anillos: Las dos torres (Argentina)
135;movie;0434409;V for Vendetta;V de Vendetta (Spain);V de venganza (Argentina)
135;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
135;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
135;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
135;show;0411008;Lost;Perdidos (Spain);Lost (Chile)
136;movie;0243155;Bridget Jones's Diary;El diario de Bridget Jones (Spain);El Diario de Bridget Jones (Chile)
136;movie;0120762;Mulan;Mulán (Spain);Mulan (Argentina)
136;movie;0120737;The Lord of the Rings: The Fellowship of the Ring;El señor de los anillos: La comunidad del anillo (Spain);El señor de los anillos: La comunidad del anillo (Chile)
136;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
136;show;0460627;Bones;Bones (Spain);ND
136;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
137;movie;3547740;The Bélier Family;La familia Bélier (Spain);La familia Bélier (Chile)
137;movie;1675434;The Intouchables;Intocable (Spain);Amigos (Chile)
137;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
137;show;1124373;Sons of Anarchy;Hijos de la anarquía (Spain);ND
137;show;0409591;Naruto;Naruto (Spain);ND
138;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
138;movie;0245429;Spirited Away;Chihiroren bidaia (Spain) (Basque title);El viaje de Chihiro (Chile)
138;movie;0114369;Se7en;Seven (Spain);Pecados capitales (Argentina)
138;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
138;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
138;show;5753856;Dark;Dark (Spain);Dark (Argentina)
139;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
139;movie;0407887;The Departed;Infiltrados (Spain);Los infiltrados (Argentina)
139;movie;0482571;The Prestige;El truco final (El prestigio) (Spain);El gran truco (Argentina)
139;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
139;show;2085059;Black Mirror;Black Mirror (Spain);ND
139;show;5753856;Dark;Dark (Spain);Dark (Argentina)
140;movie;1375666;Inception;Origen (Spain);El origen (Chile)
140;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
140;movie;3659388;The Martian;Marte (Spain);Misión Rescate (Chile)
140;show;1358522;White Collar;Ladrón de guante blanco (Spain);ND
140;show;0455275;Prison Break;Prison Break (Spain);Prison Break (Argentina)
140;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
141;movie;0332280;The Notebook;El diario de Noa (Spain);Diario de una pasión (Chile)
141;movie;1033643;What Happens in Vegas;Algo pasa en Las Vegas (Spain);Locura de amor en Las Vegas (Argentina)
141;movie;0481141;No Reservations;Sin reservas (Spain);Sin reservas (Argentina)
141;show;7854158;Prison Break: Visitations;ND;ND
141;show;6467482;La Mante;ND;ND
141;show;2006421;Gran Hotel;Gran Hotel (Spain);ND
142;movie;0317219;Cars;Cars (Spain);Cars (Argentina)
142;movie;0454921;The Pursuit of Happyness;En busca de la felicidad (Spain);En busca de la felicidad (Argentina)
142;movie;1596343;Fast Five;Fast & Furious 5 (Spain);ND
142;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
142;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
142;show;4052886;Lucifer;Lucifer (Spain);ND
143;movie;0817177;Flipped;Mi primer amor (Spain);ND
143;movie;3717532;The Last: Naruto the Movie;ND;The Last: Naruto la Película (Chile)
143;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
143;show;5753856;Dark;Dark (Spain);Dark (Argentina)
143;show;5290382;Mindhunter;Mindhunter (Spain);Mindhunter (Argentina)
143;show;0816407;The Melancholy of Haruhi Suzumiya;ND;ND
144;movie;0361748;Inglourious Basterds;Malditos bastardos (Spain);Bastardos sin gloria (Argentina)
144;movie;3748528;Rogue One: A Star Wars Story;Rogue One: Una historia de Star Wars (Spain);Rogue One: Una historia de Star Wars (Chile)
144;movie;1560220;Zombieland: Double Tap;Zombieland: Mata y remata (Spain);Zombieland: Tiro de gracia (Chile)
144;show;0182576;Family Guy;Padre de familia (Spain);Padre de familia (Argentina)
144;show;0397306;American Dad!;Padre Made in USA (Spain);American Dad! (Argentina)
144;show;2861424;Rick and Morty;Rick y Morty (Spain);Rick y Morty (Argentina)
145;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
145;movie;4633694;Spider-Man: Into the Spider-Verse;Spider-Man: Un nuevo universo (Spain);Spider-Man: Un Nuevo Universo (Chile)
145;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
145;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
145;show;8788458;The Promised Neverland;ND;ND
145;show;2098220;Hunter x Hunter;Hunter x Hunter (Spain);ND
146;movie;6320628;Spider-Man: Far from Home;Spider-Man: Lejos de casa (Spain);Spider-Man: Lejos de Casa (Chile)
146;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
146;movie;1649419;The Impossible;Lo imposible (Spain);Lo imposible (Argentina)
146;show;7767422;Sex Education;Sex Education (Spain);Sex Education (Argentina)
146;show;7134908;Elite;Élite (Spain);ND
146;show;5753856;Dark;Dark (Spain);Dark (Argentina)
147;movie;1188996;My Name Is Khan;Mi nombre es Khan (Spain);Mi nombre es Khan (Argentina)
147;movie;4154756;Avengers: Infinity War;Vengadores: La guerra del infinito - 1ª parte (Spain) (alternative title);Avengers: Infinity War (Chile)
147;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
147;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
147;show;6470478;The Good Doctor;The Good Doctor (Spain);ND
147;show;3107288;The Flash;The Flash (Spain);ND
148;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
148;movie;1211837;Doctor Strange;Doctor Extraño (Spain) (alternative title);Doctor Strange: Hechicero Supremo (Chile)
148;movie;3659388;The Martian;Marte (Spain);Misión Rescate (Chile)
148;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
148;show;9335498;Demon Slayer: Kimetsu No Yaiba;ND;ND
148;show;2359704;JoJo's Bizarre Adventure;ND;JoJo's Bizarre Adventure (Argentina)
149;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
149;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
149;movie;8579674;1917;1917 (Spain);1917 (Chile)
149;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
149;show;0214341;Dragon Ball Z;As bólas máxicas (Spain) (Gallegan title);Dragon Ball Z (Argentina)
149;show;7134908;Elite;Élite (Spain);ND
150;movie;10431500;7 Kogustaki Mucize;Milagro en la celda 7 (Spain);ND
150;movie;5113040;The Secret Life of Pets 2;Mascotas 2 (Spain);La vida secreta de tus mascotas 2 (Chile)
150;movie;3300542;London Has Fallen;Objetivo: Londres (Spain);Londres bajo fuego (Chile)
150;show;4925000;Descendants of the Sun;ND;Descendientes del sol (Argentina) (alternative spelling)
150;show;10772694;Stranger Things VR;ND;ND
150;show;7767422;Sex Education;Sex Education (Spain);Sex Education (Argentina)
151;movie;0073486;One Flew Over the Cuckoo's Nest;Alguien voló sobre el nido del cuco (Spain);Atrapado sin salida (Chile)
151;movie;5027774;Three Billboards Outside Ebbing, Missouri;Tres anuncios en las afueras (Spain);3 anuncios por un crimen (Chile)
151;movie;0482571;The Prestige;El truco final (El prestigio) (Spain);El gran truco (Argentina)
151;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
151;show;0412142;House;House (Spain);Dr. House (Chile)
151;show;4508902;One Punch Man;One Punch Man (Spain);ND
152;movie;0454921;The Pursuit of Happyness;En busca de la felicidad (Spain);En busca de la felicidad (Argentina)
152;movie;4857264;The Invisible Guest;El invitado invisible (Spain) (working title);Contratiempo (Argentina)
152;movie;3224458;A Beautiful Day in the Neighborhood;Un amigo extraordinario (Spain);Un buen día en el vecindario (Chile)
152;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
152;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
152;show;7134908;Elite;Élite (Spain);ND
153;movie;4154796;Avengers: Endgame;Vengadores: Endgame (Spain);Avengers: Endgame (Chile)
153;movie;10431500;7 Kogustaki Mucize;Milagro en la celda 7 (Spain);ND
153;movie;0816442;The Book Thief;La ladrona de libros (Spain);La ladrona de libros (Chile)
153;show;0108778;Friends;Friends (Spain);Friends (Argentina)
153;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
153;show;0452046;Criminal Minds;Mentes criminales (Spain);ND
154;movie;3890160;Baby Driver;Baby Driver (Spain);Baby: El aprendiz del crimen (Chile)
154;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
154;movie;4701182;Bumblebee;Bumblebee (Spain);Bumblebee (Chile)
154;show;4422836;Limitless;Sin límites (Spain);ND
154;show;3107288;The Flash;The Flash (Spain);ND
154;show;1358522;White Collar;Ladrón de guante blanco (Spain);ND
155;movie;0105323;Scent of a Woman;Esencia de mujer (Spain);Perfume de mujer (Argentina)
155;movie;1564367;Just Go with It;Sígueme el rollo (Spain);Una esposa de mentira (Argentina)
155;movie;6751668;Parasite;Parásitos (Spain);Parasite (Chile)
155;show;1704637;La Reina del Sur;La Reina del Sur (Spain);ND
156;movie;4550098;Nocturnal Animals;Animales nocturnos (Spain);Animales Nocturnos (Chile)
156;movie;0272338;Punch-Drunk Love;Embriagado de amor (Spain);Embriagado de amor (Argentina)
156;movie;0317248;City of God;Ciudad de Dios (Spain);Ciudad de Dios (Argentina)
156;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
156;show;4288182;Atlanta;Atlanta (Spain);Atlanta (Argentina)
156;show;0475784;Westworld;Westworld (Spain);ND
158;movie;1319746;My Fake Fiancé;Mi falso prometido (Spain);ND
158;movie;6105098;The Lion King;El rey león (Spain);El rey león (Chile)
158;movie;0118617;Anastasia;Anastasia (Spain);Anastasia (Argentina)
158;show;1632701;Suits;Suits (Spain);La ley de los audaces (Argentina)
158;show;6226232;Young Sheldon;El joven Sheldon (Spain);ND
158;show;6470478;The Good Doctor;The Good Doctor (Spain);ND
159;movie;0266697;Kill Bill: Vol. 1;Kill Bill: Volumen 1 (Spain);Kill Bill, la venganza: Volumen I (Argentina)
159;movie;0378194;Kill Bill: Vol. 2;Kill Bill: Volumen 2 (Spain);Kill Bill, la venganza: Volumen II (Argentina)
159;movie;0347149;Howl's Moving Castle;El castillo ambulante (Spain);El castillo ambulante (Chile)
159;show;8772296;Euphoria;Euphoria (Spain);ND
159;show;6048596;The Sinner;The Sinner (Spain);The Sinner (Argentina)
159;show;1578873;Pretty Little Liars;Pequeñas mentirosas (Spain);ND
160;movie;0105236;Reservoir Dogs;Reservoir Dogs (Spain);Perros de la calle (Chile)
160;movie;0286244;The Triplets of Belleville;Bienvenidos a Belleville (Spain);Las trillizas de Belleville (Argentina)
160;movie;0034583;Casablanca;Casablanca (Spain);Casablanca (Chile)
160;show;6048596;The Sinner;The Sinner (Spain);The Sinner (Argentina)
160;show;0412142;House;House (Spain);Dr. House (Chile)
160;show;5290382;Mindhunter;Mindhunter (Spain);Mindhunter (Argentina)
161;movie;2381941;Focus;Focus (Spain);Focus: Maestros de la Estafa (Chile)
161;movie;1853728;Django Unchained;Django desencadenado (Spain);Django sin cadenas (Chile)
161;movie;0765429;American Gangster;American Gangster (Spain);Gánster americano (Argentina)
161;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
161;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
161;show;0214341;Dragon Ball Z;As bólas máxicas (Spain) (Gallegan title);Dragon Ball Z (Argentina)
162;movie;5700672;Train to Busan;Train to Busan (Spain);Estación Zombie (Chile)
162;movie;1431045;Deadpool;Deadpool (Spain);Deadpool (Chile)
162;movie;1772341;Wreck-It Ralph;¡Rompe Ralph! (Spain);Ralph, el demoledor (Chile)
162;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
162;show;6317068;Final Space;Final Space (Spain);ND
162;show;1865718;Gravity Falls;Gravity Falls (Spain);Gravity Falls: Un Verano de Misterios (Argentina)
163;movie;0398286;Tangled;Enredados (Spain);Enredados (Chile)
163;movie;3521164;Moana;Vaiana (Spain);Moana: Un mar de aventuras (Chile)
163;movie;2245084;Big Hero 6;Big Hero 6 (Spain);Grandes héroes (Chile)
163;show;0397442;Gossip Girl;Gossip Girl (Spain);Gossip Girl: Chica Indiscreta (Argentina)
163;show;4524056;Vis a vis;Vis a vis (Spain);ND
163;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
164;movie;0068646;The Godfather;El padrino (Spain);El padrino (Chile)
164;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
164;movie;0246578;Donnie Darko;Donnie Darko (Spain);Donnie Darko (Chile)
164;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
164;show;0903747;Breaking Bad;Breaking Bad (Spain);ND
164;show;0988824;Naruto: Shippûden;Naruto: Shippûden (Spain);Naruto Shippuden (Chile)
165;movie;0347149;Howl's Moving Castle;El castillo ambulante (Spain);El castillo ambulante (Chile)
165;movie;0120689;The Green Mile;La milla verde (Spain);Milagros inesperados (Argentina)
165;movie;0167260;The Lord of the Rings: The Return of the King;El señor de los anillos: El retorno del rey (Spain);El señor de los anillos: El retorno del rey (Argentina)
165;show;1910272;Steins;Gate;Steins;Gate (Spain);ND
165;show;2085059;Black Mirror;Black Mirror (Spain);ND
165;show;0460649;How I Met Your Mother;Cómo conocí a vuestra madre (Spain);ND
166;movie;0814314;Seven Pounds;Siete almas (Spain);Siete almas (Argentina)
166;movie;0175142;Scary Movie;Scary Movie (Spain);Una película de miedo (Argentina)
166;movie;0829482;Superbad;Supersalidos (Spain);Super cool (Argentina)
166;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
166;show;2442560;Peaky Blinders;Peaky Blinders (Spain);Peaky Blinders (Argentina)
166;show;1344204;Blue Mountain State;ND;ND
167;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
167;movie;6644200;A Quiet Place;Un lugar tranquilo (Spain);Un lugar en silencio (Chile)
167;movie;8228288;The Platform;La plataforma (Spain) (working title);ND
167;show;0877057;Death Note;Death Note (Spain);Death Note (Argentina)
167;show;2306299;Vikings;Vikingos (Spain);Vikingos (Argentina)
167;show;4181172;Shooter;El tirador (Spain);El tirador (Argentina)
168;movie;0816692;Interstellar;Interstellar (Spain);Interestelar (Chile)
168;movie;0253474;The Pianist;El pianista (Spain);El Pianista (Chile)
168;movie;0109830;Forrest Gump;Forrest Gump (Spain);Forrest Gump (Argentina)
168;show;0944947;Game of Thrones;Juego de tronos (Spain);Game of Thrones (Chile)
168;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
168;show;0877057;Death Note;Death Note (Spain);Death Note (Argentina)
169;movie;1321511;Oldboy;Oldboy (Spain) (literal English title);Oldboy: Días de venganza (Chile)
169;movie;1219289;Limitless;Sin límites (Spain);Sin límites (Chile)
169;movie;1727824;Bohemian Rhapsody;Bohemian Rhapsody (Spain);Bohemian Rhapsody, La historia de Freddie Mercury (Chile)
169;show;1196946;The Mentalist;El mentalista (Spain);El mentalista (Argentina)
169;show;1235099;Lie to Me;Miénteme (Spain);ND
169;show;4158110;Mr. Robot;Mr. Robot (Spain);ND
170;movie;2584384;Jojo Rabbit;Jojo Rabbit (Spain);Jojo Rabbit (Chile)
170;movie;8893550;Car Masters: Rust to Riches;Del desguace a la gloria (Spain);ND
170;movie;2582802;Whiplash;Whiplash (Spain);Whiplash, Música y Obsesión (Chile)
170;show;0098904;Seinfeld;Seinfeld (Spain);Seinfeld (Argentina)
170;show;6468322;Money Heist;La Casa de Papel: Parte 3 (Spain) (third season title);ND
170;show;5071412;Ozark;Ozark (Spain);Ozark (Argentina)
171;movie;5311514;Your Name.;Your Name. (Spain);Your Name. (Chile)
171;movie;3783958;La La Land;La ciudad de las estrellas (La La Land) (Spain);La La Land: Ciudad de Sueños (Chile)
171;movie;0120917;The Emperor's New Groove;El emperador y sus locuras (Spain);Las locuras del emperador (Argentina)
171;show;0413573;Grey's Anatomy;Anatomía de Grey (Spain);Grey's Anatomy (Argentina)
171;show;1355642;Fullmetal Alchemist: Brotherhood;Fullmetal Alchemist: Brotherhood (Spain);ND
171;show;3107288;The Flash;The Flash (Spain);ND
172;movie;0105236;Reservoir Dogs;Reservoir Dogs (Spain);Perros de la calle (Chile)
172;movie;0077651;Halloween;La noche de Halloween (Spain);Halloween (Argentina)
172;movie;0468569;The Dark Knight;El caballero oscuro (Spain);Batman - El caballero de la noche (Argentina)
172;show;0112159;Neon Genesis Evangelion;Neo genesis evangelión (Spain) (alternative title);Neon Genesis Evangelion (Chile)
172;show;2560140;Attack on Titan;Ataque a los titanes (Spain);ND
172;show;8111088;The Mandalorian;The Mandalorian (Spain);ND
173;movie;0443453;Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan;Borat (Spain);Borat: El segundo mejor reportero del glorioso país Kazajistán viaja a América (Argentina)
173;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
173;movie;0137523;Fight Club;El club de la lucha (Spain);El club de la pelea (Argentina)
173;show;3398228;BoJack Horseman;BoJack Horseman (Spain);ND
173;show;0417299;Avatar: The Last Airbender;Avatar: el último maestro aire (Spain) (alternative spelling);ND
173;show;0411008;Lost;Perdidos (Spain);Lost (Chile)
174;movie;2980516;The Theory of Everything;La teoría del todo (Spain);La teoría del todo (Chile)
174;movie;0298148;Shrek 2;Shrek 2 (Spain);Shrek 2 (Argentina)
174;movie;0347149;Howl's Moving Castle;El castillo ambulante (Spain);El castillo ambulante (Chile)
174;show;0096697;The Simpsons;Los Simpson (Spain);Los Simpson (Argentina)
174;show;9679542;Dr. Stone;ND;ND
174;show;2395695;Cosmos: A Spacetime Odyssey;Cosmos: Una odisea en el espacio-tiempo (Spain);ND
175;movie;5096470;Love Wedding Repeat;Amor. Boda. Azar. (Spain);Amor. Boda. Azar (Argentina)
175;movie;2674426;Me Before You;Antes de ti (Spain);Yo antes de ti (Chile)
175;movie;2980516;The Theory of Everything;La teoría del todo (Spain);La teoría del todo (Chile)
175;show;7335184;You;You (Spain);You (Argentina)
175;show;9281190;El Dragón: Return of a Warrior;El Dragón: El regreso de un guerrero (Spain);ND
175;show;1475582;Sherlock;Sherlock (Spain);ND
176;movie;0264464;Catch Me If You Can;Atrápame si puedes (Spain);Atrápame si puedes (Argentina)
